VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, texcoord0.x, texcoord0.y
0, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
1, 1911,  0.11341,  1.2711,  0.2967,  0.278, -0.69374, -0.66319, -0.05583, -0.6994,  0.7092,  0.03976,  0.23882
2, 1910,  0.11638,  1.25142,  0.31856,  0.19533, -0.7324, -0.65101, -0.05641, -0.66959,  0.73743,  0.06228,  0.23484
3, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
4, 1910,  0.11638,  1.25142,  0.31856,  0.19533, -0.7324, -0.65101, -0.05641, -0.66959,  0.73743,  0.06228,  0.23484
5, 1913,  0.09571,  1.23417,  0.33236,  0.09058, -0.74757, -0.65677, -0.05223, -0.66061,  0.74586,  0.08031,  0.25194
6, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
7, 1915,  0.04358,  1.24215,  0.30031,  0.43441, -0.79294, -0.42489, -0.12444, -0.51939,  0.84319,  0.06066,  0.2989
8, 1914,  0.02465,  1.2376,  0.28822,  0.38123, -0.73468, -0.55955, -0.06429, -0.62369,  0.77614,  0.05723,  0.31816
9, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
10, 1917,  0.0352,  1.26149,  0.27117,  0.29067, -0.63255, -0.71685,  0.02263, -0.74313,  0.66584,  0.03458,  0.30814
11, 1916,  0.06754,  1.28137,  0.26741,  0.28115, -0.59889, -0.74888,  0.02445, -0.77471,  0.6296,  0.02096,  0.27964
12, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
13, 1914,  0.02465,  1.2376,  0.28822,  0.38123, -0.73468, -0.55955, -0.06429, -0.62369,  0.77614,  0.05723,  0.31816
14, 1917,  0.0352,  1.26149,  0.27117,  0.29067, -0.63255, -0.71685,  0.02263, -0.74313,  0.66584,  0.03458,  0.30814
15, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
16, 1913,  0.09571,  1.23417,  0.33236,  0.09058, -0.74757, -0.65677, -0.05223, -0.66061,  0.74586,  0.08031,  0.25194
17, 1918,  0.0741,  1.24795,  0.31663,  0.18903, -0.78448, -0.58916, -0.06985, -0.60793,  0.78821,  0.065,  0.27052
18, 1912,  0.09522,  1.2833,  0.27628,  0.26948, -0.7299, -0.62685, -0.04962, -0.65986,  0.74806,  0.02323,  0.25565
19, 1918,  0.0741,  1.24795,  0.31663,  0.18903, -0.78448, -0.58916, -0.06985, -0.60793,  0.78821,  0.065,  0.27052
20, 1915,  0.04358,  1.24215,  0.30031,  0.43441, -0.79294, -0.42489, -0.12444, -0.51939,  0.84319,  0.06066,  0.2989
21, 1985,  0.20161,  1.24618,  0.25931, -0.92095, -0.35504, -0.15498,  1.96173, -7.70586,  6.02376,  1.03976,  0.23882
22, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
23, 1983,  0.20574,  1.22617,  0.28068, -0.88149, -0.4282, -0.19457,  2.2889, -7.50183,  6.16499,  1.06228,  0.23484
24, 1983,  0.20574,  1.22617,  0.28068, -0.88149, -0.4282, -0.19457,  2.2889, -7.50183,  6.16499,  1.06228,  0.23484
25, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
26, 1986,  0.21944,  1.19921,  0.27991, -0.83058, -0.48735, -0.26631,  2.36127, -7.42072,  6.23633,  1.08031,  0.25194
27, 1988,  0.23212,  1.18889,  0.2204, -0.89712, -0.4168,  0.13951,  4.07437, -6.69644,  6.17743,  1.06066,  0.2989
28, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
29, 1987,  0.23307,  1.17872,  0.19987, -0.9303, -0.36418, -0.00362,  2.80158, -7.20992,  6.30138,  1.05723,  0.31816
30, 1990,  0.22616,  1.2076,  0.19025, -0.93693, -0.28479, -0.19811,  0.99815, -7.6615,  6.3166,  1.03457,  0.30814
31, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
32, 1989,  0.21349,  1.24014,  0.20555, -0.93791, -0.25452, -0.23215,  0.61619, -7.85207,  6.13845,  1.02095,  0.27964
33, 1987,  0.23307,  1.17872,  0.19987, -0.9303, -0.36418, -0.00362,  2.80158, -7.20992,  6.30138,  1.05723,  0.31816
34, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
35, 1990,  0.22616,  1.2076,  0.19025, -0.93693, -0.28479, -0.19811,  0.99815, -7.6615,  6.3166,  1.03457,  0.30814
36, 1986,  0.21944,  1.19921,  0.27991, -0.83058, -0.48735, -0.26631,  2.36127, -7.42072,  6.23633,  1.08031,  0.25194
37, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
38, 1991,  0.22775,  1.20455,  0.2515, -0.85955, -0.48827, -0.14469,  2.98622, -7.12017,  6.32024,  1.065,  0.27052
39, 1991,  0.22775,  1.20455,  0.2515, -0.85955, -0.48827, -0.14469,  2.98622, -7.12017,  6.32024,  1.065,  0.27052
40, 1984,  0.20404,  1.25256,  0.23016, -0.90772, -0.39735, -0.12786,  2.36413, -7.40661,  6.26819,  1.02323,  0.25565
41, 1988,  0.23212,  1.18889,  0.2204, -0.89712, -0.4168,  0.13951,  4.07437, -6.69644,  6.17743,  1.06066,  0.2989
42, 1754,  0.07957,  0.90896,  0.12904, -0.03194,  0.88314,  0.46756,  9.26333,  1.99757, -3.13955,  1.0868,  0.66294
43, 1753,  0.06885,  0.89593,  0.141, -0.13838,  0.66387,  0.73425,  9.84563,  1.61791,  0.39269,  1.06838,  0.68032
44, 1750,  0.08374,  0.90719,  0.13209,  0.24035,  0.77151,  0.58737,  9.23406, -0.00807, -3.77462,  1.08888,  0.66757
45, 1772,  0.04129,  0.84784, -0.00222,  0.95716,  0.03178,  0.12845,  0.27193, -0.02717, -0.66037,  0.05338,  0.50631
46, 1773,  0.03646,  0.83583, -0.00369,  0.79636, -0.36317,  0.14879,  0.28902, -0.05807, -0.6569,  0.05955,  0.492
47, 1814,  0.04044,  0.86163, -0.01092,  0.83521, -0.26046, -0.2045,  0.15522,  0.35648, -0.38466,  0.08551,  0.49193
48, 1773,  0.03646,  0.83583, -0.00369,  0.79636, -0.36317,  0.14879,  0.28902, -0.05807, -0.6569,  0.05955,  0.492
49, 1772,  0.04129,  0.84784, -0.00222,  0.95716,  0.03178,  0.12845,  0.27193, -0.02717, -0.66037,  0.05338,  0.50631
50, 1771,  0.02991,  0.84686,  0.01409,  0.89358, -0.08845,  0.34943,  0.38578, -0.27202, -0.75438,  0.03373,  0.50459
51, 1771,  0.02991,  0.84686,  0.01409,  0.89358, -0.08845,  0.34943,  0.38578, -0.27202, -0.75438,  0.03373,  0.50459
52, 1772,  0.04129,  0.84784, -0.00222,  0.95716,  0.03178,  0.12845,  0.27193, -0.02717, -0.66037,  0.05338,  0.50631
53, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
54, 1800,  0.03816,  0.8794,  0.01164,  0.69023,  0.10422,  0.338,  0.17943,  0.48679, -0.25909,  0.07722,  0.52077
55, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
56, 1772,  0.04129,  0.84784, -0.00222,  0.95716,  0.03178,  0.12845,  0.27193, -0.02717, -0.66037,  0.05338,  0.50631
57, 1771,  0.02991,  0.84686,  0.01409,  0.89358, -0.08845,  0.34943,  0.38578, -0.27202, -0.75438,  0.03373,  0.50459
58, 1774,  0.02099,  0.83699,  0.01721,  0.59124, -0.42761,  0.5301,  0.50372, -0.33501, -0.67602,  0.03413,  0.49182
59, 1773,  0.03646,  0.83583, -0.00369,  0.79636, -0.36317,  0.14879,  0.28902, -0.05807, -0.6569,  0.05955,  0.492
60, 1837,  0.01418,  0.82271, -0.00344,  0.36881, -0.57346,  0.23242,  0.38349, -0.15831, -0.62201,  0.0617,  0.47214
61, 1773,  0.03646,  0.83583, -0.00369,  0.79636, -0.36317,  0.14879,  0.28902, -0.05807, -0.6569,  0.05955,  0.492
62, 1774,  0.02099,  0.83699,  0.01721,  0.59124, -0.42761,  0.5301,  0.50372, -0.33501, -0.67602,  0.03413,  0.49182
63, 1774,  0.02099,  0.83699,  0.01721,  0.59124, -0.42761,  0.5301,  0.50372, -0.33501, -0.67602,  0.03413,  0.49182
64, 1838,  0.00188,  0.82935,  0.02146, -0.01827, -0.61593,  0.59744,  0.55665, -0.50461, -0.52106,  0.02883,  0.47872
65, 1837,  0.01418,  0.82271, -0.00344,  0.36881, -0.57346,  0.23242,  0.38349, -0.15831, -0.62201,  0.0617,  0.47214
66, 1842,  0.00147,  0.87068, -0.0008,  0.11035,  0.65339, -0.12836,  0.06605, -0.12846, -0.6609,  0.04452,  0.54494
67, 1769,  0.01837,  0.87147, -0.00253,  0.49,  0.59058, -0.46665, -0.01444, -0.51369, -0.68497,  0.03932,  0.53087
68, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
69, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
70, 1769,  0.01837,  0.87147, -0.00253,  0.49,  0.59058, -0.46665, -0.01444, -0.51369, -0.68497,  0.03932,  0.53087
71, 1768,  0.03101,  0.86088,  0.00608,  0.96375,  0.21742, -0.02675,  0.07981, -0.25884, -0.81755,  0.03756,  0.51626
72, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
73, 1768,  0.03101,  0.86088,  0.00608,  0.96375,  0.21742, -0.02675,  0.07981, -0.25884, -0.81755,  0.03756,  0.51626
74, 1771,  0.02991,  0.84686,  0.01409,  0.89358, -0.08845,  0.34943,  0.38578, -0.27202, -0.75438,  0.03373,  0.50459
75, 1842,  0.00147,  0.87068, -0.0008,  0.11035,  0.65339, -0.12836,  0.06605, -0.12846, -0.6609,  0.04452,  0.54494
76, 1841, -0.00184,  0.87415, -0.00612, -0.05668,  0.73564, -0.43545,  0.08324, -0.43234, -0.7384,  0.0394,  0.54546
77, 1769,  0.01837,  0.87147, -0.00253,  0.49,  0.59058, -0.46665, -0.01444, -0.51369, -0.68497,  0.03932,  0.53087
78, 1841, -0.00184,  0.87415, -0.00612, -0.05668,  0.73564, -0.43545,  0.08324, -0.43234, -0.7384,  0.0394,  0.54546
79, 1842,  0.00147,  0.87068, -0.0008,  0.11035,  0.65339, -0.12836,  0.06605, -0.12846, -0.6609,  0.04452,  0.54494
80, 1825, -0.0222,  0.86812,  0.00357, -0.60991,  0.53647,  0.0017, -0.03847, -0.06106, -0.66594,  0.038,  0.56234
81, 1825, -0.0222,  0.86812,  0.00357, -0.60991,  0.53647,  0.0017, -0.03847, -0.06106, -0.66594,  0.038,  0.56234
82, 1845, -0.02112,  0.87066,  0.00035, -0.60256,  0.66854, -0.13955, -0.12424, -0.27076, -0.80209,  0.03283,  0.56135
83, 1841, -0.00184,  0.87415, -0.00612, -0.05668,  0.73564, -0.43545,  0.08324, -0.43234, -0.7384,  0.0394,  0.54546
84, 1844, -0.03098,  0.85999,  0.01128, -0.98797,  0.12573,  0.04707, -0.06734, -0.26974, -0.8111,  0.02678,  0.57479
85, 1845, -0.02112,  0.87066,  0.00035, -0.60256,  0.66854, -0.13955, -0.12424, -0.27076, -0.80209,  0.03283,  0.56135
86, 1825, -0.0222,  0.86812,  0.00357, -0.60991,  0.53647,  0.0017, -0.03847, -0.06106, -0.66594,  0.038,  0.56234
87, 1801,  0.00986,  0.88341,  0.02206,  0.17991,  0.20464,  0.51047,  0.12819,  0.51808, -0.23011,  0.07042,  0.54275
88, 1802,  0.01478,  0.9148,  0.03681,  0.12149,  0.00516,  0.70256,  0.13545,  0.70374, -0.0244,  0.10802,  0.54419
89, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
90, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
91, 1802,  0.01478,  0.9148,  0.03681,  0.12149,  0.00516,  0.70256,  0.13545,  0.70374, -0.0244,  0.10802,  0.54419
92, 1834,  0.01754,  0.95221,  0.05593,  0.10318, -0.09595,  0.83704,  0.09202,  0.83992,  0.08531,  0.1436,  0.54618
93, 1833,  0.0409,  0.95394,  0.04547,  0.6888, -0.03713,  0.59111,  0.03659,  0.84333,  0.01536,  0.14951,  0.53
94, 1834,  0.01754,  0.95221,  0.05593,  0.10318, -0.09595,  0.83704,  0.09202,  0.83992,  0.08531,  0.1436,  0.54618
95, 1802,  0.01478,  0.9148,  0.03681,  0.12149,  0.00516,  0.70256,  0.13545,  0.70374, -0.0244,  0.10802,  0.54419
96, 1800,  0.03816,  0.8794,  0.01164,  0.69023,  0.10422,  0.338,  0.17943,  0.48679, -0.25909,  0.07722,  0.52077
97, 1803,  0.04253,  0.91468,  0.02643,  0.69627, -0.01188,  0.47803,  0.1266,  0.70209, -0.08819,  0.11491,  0.52496
98, 1802,  0.01478,  0.9148,  0.03681,  0.12149,  0.00516,  0.70256,  0.13545,  0.70374, -0.0244,  0.10802,  0.54419
99, 1802,  0.01478,  0.9148,  0.03681,  0.12149,  0.00516,  0.70256,  0.13545,  0.70374, -0.0244,  0.10802,  0.54419
100, 1801,  0.00986,  0.88341,  0.02206,  0.17991,  0.20464,  0.51047,  0.12819,  0.51808, -0.23011,  0.07042,  0.54275
101, 1800,  0.03816,  0.8794,  0.01164,  0.69023,  0.10422,  0.338,  0.17943,  0.48679, -0.25909,  0.07722,  0.52077
102, 1802,  0.01478,  0.9148,  0.03681,  0.12149,  0.00516,  0.70256,  0.13545,  0.70374, -0.0244,  0.10802,  0.54419
103, 1803,  0.04253,  0.91468,  0.02643,  0.69627, -0.01188,  0.47803,  0.1266,  0.70209, -0.08819,  0.11491,  0.52496
104, 1833,  0.0409,  0.95394,  0.04547,  0.6888, -0.03713,  0.59111,  0.03659,  0.84333,  0.01536,  0.14951,  0.53
105, 1801,  0.00986,  0.88341,  0.02206,  0.17991,  0.20464,  0.51047,  0.12819,  0.51808, -0.23011,  0.07042,  0.54275
106, 1842,  0.00147,  0.87068, -0.0008,  0.11035,  0.65339, -0.12836,  0.06605, -0.12846, -0.6609,  0.04452,  0.54494
107, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
108, 1770,  0.03263,  0.8599, -0.00024,  0.78775,  0.39692,  0.01584,  0.18275, -0.06679, -0.66752,  0.04682,  0.51774
109, 1800,  0.03816,  0.8794,  0.01164,  0.69023,  0.10422,  0.338,  0.17943,  0.48679, -0.25909,  0.07722,  0.52077
110, 1801,  0.00986,  0.88341,  0.02206,  0.17991,  0.20464,  0.51047,  0.12819,  0.51808, -0.23011,  0.07042,  0.54275
111, 1842,  0.00147,  0.87068, -0.0008,  0.11035,  0.65339, -0.12836,  0.06605, -0.12846, -0.6609,  0.04452,  0.54494
112, 1801,  0.00986,  0.88341,  0.02206,  0.17991,  0.20464,  0.51047,  0.12819,  0.51808, -0.23011,  0.07042,  0.54275
113, 1805, -0.0175,  0.88288,  0.0209, -0.47568,  0.24844,  0.46232,  0.04224,  0.49148, -0.26615,  0.06751,  0.56189
114, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
115, 1805, -0.0175,  0.88288,  0.0209, -0.47568,  0.24844,  0.46232,  0.04224,  0.49148, -0.26615,  0.06751,  0.56189
116, 1801,  0.00986,  0.88341,  0.02206,  0.17991,  0.20464,  0.51047,  0.12819,  0.51808, -0.23011,  0.07042,  0.54275
117, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
118, 1807, -0.02501,  0.91718,  0.02603, -0.85392,  0.11025,  0.39759,  0.10866,  0.70497, -0.07188,  0.10959,  0.57279
119, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
120, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
121, 1807, -0.02501,  0.91718,  0.02603, -0.85392,  0.11025,  0.39759,  0.10866,  0.70497, -0.07188,  0.10959,  0.57279
122, 1806, -0.03144,  0.88298,  0.01485, -0.92168,  0.09579,  0.26625, -0.01032,  0.53047, -0.2304,  0.07346,  0.57595
123, 1806, -0.03144,  0.88298,  0.01485, -0.92168,  0.09579,  0.26625, -0.01032,  0.53047, -0.2304,  0.07346,  0.57595
124, 1805, -0.0175,  0.88288,  0.0209, -0.47568,  0.24844,  0.46232,  0.04224,  0.49148, -0.26615,  0.06751,  0.56189
125, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
126, 1834,  0.01754,  0.95221,  0.05593,  0.10318, -0.09595,  0.83704,  0.09202,  0.83992,  0.08531,  0.1436,  0.54618
127, 1835, -0.00283,  0.95453,  0.052, -0.45464, -0.03464,  0.76721,  0.10269,  0.83666,  0.08397,  0.1439,  0.55954
128, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
129, 1804, -0.0103,  0.91658,  0.03487, -0.44118,  0.06346,  0.66378,  0.09814,  0.71125, -0.03451,  0.10757,  0.56057
130, 1835, -0.00283,  0.95453,  0.052, -0.45464, -0.03464,  0.76721,  0.10269,  0.83666,  0.08397,  0.1439,  0.55954
131, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
132, 1788,  0.02154,  0.99545,  0.07126,  0.22176, -0.13697,  0.88305,  0.06494,  0.90789,  0.12521,  0.18513,  0.54637
133, 1834,  0.01754,  0.95221,  0.05593,  0.10318, -0.09595,  0.83704,  0.09202,  0.83992,  0.08531,  0.1436,  0.54618
134, 1833,  0.0409,  0.95394,  0.04547,  0.6888, -0.03713,  0.59111,  0.03659,  0.84333,  0.01536,  0.14951,  0.53
135, 1787,  0.0051,  0.99592,  0.0679, -0.39797, -0.11226,  0.83289,  0.08155,  0.891,  0.15439,  0.18498,  0.55695
136, 1835, -0.00283,  0.95453,  0.052, -0.45464, -0.03464,  0.76721,  0.10269,  0.83666,  0.08397,  0.1439,  0.55954
137, 1834,  0.01754,  0.95221,  0.05593,  0.10318, -0.09595,  0.83704,  0.09202,  0.83992,  0.08531,  0.1436,  0.54618
138, 1834,  0.01754,  0.95221,  0.05593,  0.10318, -0.09595,  0.83704,  0.09202,  0.83992,  0.08531,  0.1436,  0.54618
139, 1788,  0.02154,  0.99545,  0.07126,  0.22176, -0.13697,  0.88305,  0.06494,  0.90789,  0.12521,  0.18513,  0.54637
140, 1787,  0.0051,  0.99592,  0.0679, -0.39797, -0.11226,  0.83289,  0.08155,  0.891,  0.15439,  0.18498,  0.55695
141, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
142, 1835, -0.00283,  0.95453,  0.052, -0.45464, -0.03464,  0.76721,  0.10269,  0.83666,  0.08397,  0.1439,  0.55954
143, 1787,  0.0051,  0.99592,  0.0679, -0.39797, -0.11226,  0.83289,  0.08155,  0.891,  0.15439,  0.18498,  0.55695
144, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
145, 1826, -0.02021,  0.96707,  0.02669, -0.97214,  0.19564,  0.05265,  0.22391,  0.82563,  0.05737,  0.15687,  0.584
146, 1808, -0.02938,  0.92296,  0.00731, -0.97858,  0.13246, -0.01268,  0.17638,  0.70247, -0.06963,  0.1221,  0.5892
147, 1808, -0.02938,  0.92296,  0.00731, -0.97858,  0.13246, -0.01268,  0.17638,  0.70247, -0.06963,  0.1221,  0.5892
148, 1807, -0.02501,  0.91718,  0.02603, -0.85392,  0.11025,  0.39759,  0.10866,  0.70497, -0.07188,  0.10959,  0.57279
149, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
150, 1787,  0.0051,  0.99592,  0.0679, -0.39797, -0.11226,  0.83289,  0.08155,  0.891,  0.15439,  0.18498,  0.55695
151, 1786, -0.00502,  1.00103,  0.0627, -0.81273,  0.01637,  0.54607,  0.12074,  0.90038,  0.13117,  0.18741,  0.56554
152, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
153, 1826, -0.02021,  0.96707,  0.02669, -0.97214,  0.19564,  0.05265,  0.22391,  0.82563,  0.05737,  0.15687,  0.584
154, 1836, -0.0142,  0.9586,  0.04497, -0.82092,  0.06367,  0.50417,  0.13839,  0.83983,  0.06643,  0.1468,  0.56924
155, 1786, -0.00502,  1.00103,  0.0627, -0.81273,  0.01637,  0.54607,  0.12074,  0.90038,  0.13117,  0.18741,  0.56554
156, 1809, -0.03364,  0.892,  0.00125, -0.98372,  0.00519, -0.03758,  0.03428,  0.59751, -0.18498,  0.09301,  0.59162
157, 1807, -0.02501,  0.91718,  0.02603, -0.85392,  0.11025,  0.39759,  0.10866,  0.70497, -0.07188,  0.10959,  0.57279
158, 1808, -0.02938,  0.92296,  0.00731, -0.97858,  0.13246, -0.01268,  0.17638,  0.70247, -0.06963,  0.1221,  0.5892
159, 1806, -0.03144,  0.88298,  0.01485, -0.92168,  0.09579,  0.26625, -0.01032,  0.53047, -0.2304,  0.07346,  0.57595
160, 1807, -0.02501,  0.91718,  0.02603, -0.85392,  0.11025,  0.39759,  0.10866,  0.70497, -0.07188,  0.10959,  0.57279
161, 1809, -0.03364,  0.892,  0.00125, -0.98372,  0.00519, -0.03758,  0.03428,  0.59751, -0.18498,  0.09301,  0.59162
162, 1820, -0.03281,  0.86647, -0.00258, -0.95251, -0.12315,  0.00452, -0.11082,  0.38338, -0.34848,  0.07379,  0.59313
163, 1806, -0.03144,  0.88298,  0.01485, -0.92168,  0.09579,  0.26625, -0.01032,  0.53047, -0.2304,  0.07346,  0.57595
164, 1809, -0.03364,  0.892,  0.00125, -0.98372,  0.00519, -0.03758,  0.03428,  0.59751, -0.18498,  0.09301,  0.59162
165, 1805, -0.0175,  0.88288,  0.0209, -0.47568,  0.24844,  0.46232,  0.04224,  0.49148, -0.26615,  0.06751,  0.56189
166, 1806, -0.03144,  0.88298,  0.01485, -0.92168,  0.09579,  0.26625, -0.01032,  0.53047, -0.2304,  0.07346,  0.57595
167, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
168, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
169, 1806, -0.03144,  0.88298,  0.01485, -0.92168,  0.09579,  0.26625, -0.01032,  0.53047, -0.2304,  0.07346,  0.57595
170, 1820, -0.03281,  0.86647, -0.00258, -0.95251, -0.12315,  0.00452, -0.11082,  0.38338, -0.34848,  0.07379,  0.59313
171, 1805, -0.0175,  0.88288,  0.0209, -0.47568,  0.24844,  0.46232,  0.04224,  0.49148, -0.26615,  0.06751,  0.56189
172, 1825, -0.0222,  0.86812,  0.00357, -0.60991,  0.53647,  0.0017, -0.03847, -0.06106, -0.66594,  0.038,  0.56234
173, 1842,  0.00147,  0.87068, -0.0008,  0.11035,  0.65339, -0.12836,  0.06605, -0.12846, -0.6609,  0.04452,  0.54494
174, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
175, 1825, -0.0222,  0.86812,  0.00357, -0.60991,  0.53647,  0.0017, -0.03847, -0.06106, -0.66594,  0.038,  0.56234
176, 1805, -0.0175,  0.88288,  0.0209, -0.47568,  0.24844,  0.46232,  0.04224,  0.49148, -0.26615,  0.06751,  0.56189
177, 1821, -0.03163,  0.84182,  0.00144, -0.92625, -0.1932,  0.19142, -0.1713, -0.09203, -0.64537,  0.04792,  0.59095
178, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
179, 1820, -0.03281,  0.86647, -0.00258, -0.95251, -0.12315,  0.00452, -0.11082,  0.38338, -0.34848,  0.07379,  0.59313
180, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
181, 1821, -0.03163,  0.84182,  0.00144, -0.92625, -0.1932,  0.19142, -0.1713, -0.09203, -0.64537,  0.04792,  0.59095
182, 1843, -0.02776,  0.84617,  0.01964, -0.90142, -0.25853,  0.28131, -0.17432, -0.32022, -0.77751,  0.02391,  0.58813
183, 1843, -0.02776,  0.84617,  0.01964, -0.90142, -0.25853,  0.28131, -0.17432, -0.32022, -0.77751,  0.02391,  0.58813
184, 1844, -0.03098,  0.85999,  0.01128, -0.98797,  0.12573,  0.04707, -0.06734, -0.26974, -0.8111,  0.02678,  0.57479
185, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
186, 1825, -0.0222,  0.86812,  0.00357, -0.60991,  0.53647,  0.0017, -0.03847, -0.06106, -0.66594,  0.038,  0.56234
187, 1824, -0.03127,  0.85762,  0.00251, -0.96034,  0.18607,  0.09382, -0.08059, -0.04816, -0.66302,  0.04228,  0.57505
188, 1844, -0.03098,  0.85999,  0.01128, -0.98797,  0.12573,  0.04707, -0.06734, -0.26974, -0.8111,  0.02678,  0.57479
189, 1820, -0.03281,  0.86647, -0.00258, -0.95251, -0.12315,  0.00452, -0.11082,  0.38338, -0.34848,  0.07379,  0.59313
190, 1823, -0.02456,  0.86251, -0.01032, -0.72135, -0.27224, -0.17394, -0.10484,  0.37116, -0.36301,  0.07913,  0.60411
191, 1822, -0.02238,  0.8328,  0.00052, -0.64053, -0.46153,  0.24476, -0.19164, -0.16237, -0.62722,  0.04963,  0.60191
192, 1823, -0.02456,  0.86251, -0.01032, -0.72135, -0.27224, -0.17394, -0.10484,  0.37116, -0.36301,  0.07913,  0.60411
193, 1820, -0.03281,  0.86647, -0.00258, -0.95251, -0.12315,  0.00452, -0.11082,  0.38338, -0.34848,  0.07379,  0.59313
