VTX, IDX, position.x, position.y, position.z, normal.x, normal.y, normal.z, tangent.x, tangent.y, tangent.z, texcoord0.x, texcoord0.y
5397, 866,  0.21014,  1.18937,  0.12127,  0.80602,  0.35123, -0.47438, -5.52003,  7.29866, -3.97584,  1.34431,  0.22264
5398, 878,  0.22471,  1.16563,  0.14049,  0.9373,  0.16166, -0.30557, -3.20314,  7.35434, -5.93326,  1.31107,  0.22057
5399, 877,  0.2172,  1.14055,  0.11089,  0.90055,  0.1055, -0.41947, -3.49348,  7.45889, -5.62592,  1.31249,  0.26016
5400, 877,  0.2172,  1.14055,  0.11089,  0.90055,  0.1055, -0.41947, -3.49348,  7.45889, -5.62592,  1.31249,  0.26016
5401, 869,  0.20175,  1.16402,  0.09107,  0.75683,  0.29433, -0.58202, -5.6284,  7.42848, -3.56403,  1.34398,  0.26419
5402, 866,  0.21014,  1.18937,  0.12127,  0.80602,  0.35123, -0.47438, -5.52003,  7.29866, -3.97584,  1.34431,  0.22264
5403, 875,  0.23263,  1.14039,  0.16927,  0.9892,  0.01337, -0.13922, -1.08734,  6.98093, -7.04564,  1.27295,  0.2162
5404, 878,  0.22471,  1.16563,  0.14049,  0.9373,  0.16166, -0.30557, -3.20314,  7.35434, -5.93326,  1.31107,  0.22057
5405, 887,  0.22758,  1.18459,  0.16194,  0.94064,  0.1961, -0.27344, -3.27841,  7.15656, -6.1428,  1.31043,  0.1919
5406, 928,  0.0496,  1.18521,  0.06981, -0.37262,  0.02323, -0.91217, -6.73115,  6.69139,  2.90771,  1.46249,  0.38475
5407, 930,  0.06281,  1.22404,  0.07754, -0.26258,  0.39193, -0.88117, -7.5755,  4.78018,  4.38741,  1.49317,  0.33227
5408, 929,  0.10987,  1.20102,  0.0642,  0.0192,  0.28498, -0.95784, -7.18282,  6.66795,  1.84096,  1.43286,  0.31603
5409, 807,  0.07487,  1.10697,  0.34224, -0.03862, -0.06716,  0.9966, -0.74935,  0.66041,  0.0153,  0.1094,  0.19705
5410, 747,  0.04222,  1.12854,  0.33679, -0.33345, -0.0579,  0.94041, -0.67653,  0.70766, -0.19666,  0.1512,  0.20453
5411, 808,  0.06741,  1.08738,  0.34292, -0.14326,  0.02073,  0.98903, -0.75609,  0.64123, -0.1233,  0.10098,  0.22169
5412, 807,  0.07487,  1.10697,  0.34224, -0.03862, -0.06716,  0.9966, -0.74935,  0.66041,  0.0153,  0.1094,  0.19705
5413, 808,  0.06741,  1.08738,  0.34292, -0.14326,  0.02073,  0.98903, -0.75609,  0.64123, -0.1233,  0.10098,  0.22169
5414, 817,  0.08714,  1.09926,  0.34049,  0.06759, -0.13318,  0.98841, -0.76396,  0.62647,  0.13663,  0.09221,  0.19485
5415, 807,  0.07487,  1.10697,  0.34224, -0.03862, -0.06716,  0.9966, -0.74935,  0.66041,  0.0153,  0.1094,  0.19705
5416, 817,  0.08714,  1.09926,  0.34049,  0.06759, -0.13318,  0.98841, -0.76396,  0.62647,  0.13663,  0.09221,  0.19485
5417, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5418, 807,  0.07487,  1.10697,  0.34224, -0.03862, -0.06716,  0.9966, -0.74935,  0.66041,  0.0153,  0.1094,  0.19705
5419, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5420, 746,  0.05499,  1.14308,  0.34461, -0.33543, -0.11221,  0.93476, -0.64812,  0.74494, -0.14341,  0.15408,  0.18112
5421, 774,  0.07269,  1.16181,  0.35356, -0.26731,  0.0217,  0.96285, -0.5769,  0.79388, -0.17837,  0.16059,  0.15068
5422, 746,  0.05499,  1.14308,  0.34461, -0.33543, -0.11221,  0.93476, -0.64812,  0.74494, -0.14341,  0.15408,  0.18112
5423, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5424, 746,  0.05499,  1.14308,  0.34461, -0.33543, -0.11221,  0.93476, -0.64812,  0.74494, -0.14341,  0.15408,  0.18112
5425, 774,  0.07269,  1.16181,  0.35356, -0.26731,  0.0217,  0.96285, -0.5769,  0.79388, -0.17837,  0.16059,  0.15068
5426, 773,  0.05313,  1.1813,  0.3401, -0.42197,  0.25647,  0.86886, -0.43528,  0.78207, -0.44286,  0.1921,  0.15849
5427, 773,  0.05313,  1.1813,  0.3401, -0.42197,  0.25647,  0.86886, -0.43528,  0.78207, -0.44286,  0.1921,  0.15849
5428, 745,  0.03155,  1.16491,  0.33495, -0.47355,  0.14044,  0.86876, -0.48916,  0.77687, -0.39275,  0.18937,  0.18733
5429, 746,  0.05499,  1.14308,  0.34461, -0.33543, -0.11221,  0.93476, -0.64812,  0.74494, -0.14341,  0.15408,  0.18112
5430, 745,  0.03155,  1.16491,  0.33495, -0.47355,  0.14044,  0.86876, -0.48916,  0.77687, -0.39275,  0.18937,  0.18733
5431, 773,  0.05313,  1.1813,  0.3401, -0.42197,  0.25647,  0.86886, -0.43528,  0.78207, -0.44286,  0.1921,  0.15849
5432, 776,  0.03881,  1.21016,  0.31939, -0.48443,  0.39811,  0.77807, -0.28996,  0.76522, -0.5728,  0.23287,  0.15995
5433, 776,  0.03881,  1.21016,  0.31939, -0.48443,  0.39811,  0.77807, -0.28996,  0.76522, -0.5728,  0.23287,  0.15995
5434, 750,  0.01655,  1.1973,  0.31199, -0.57483,  0.36072,  0.73342, -0.28974,  0.74736, -0.59539,  0.23299,  0.18673
5435, 745,  0.03155,  1.16491,  0.33495, -0.47355,  0.14044,  0.86876, -0.48916,  0.77687, -0.39275,  0.18937,  0.18733
5436, 773,  0.05313,  1.1813,  0.3401, -0.42197,  0.25647,  0.86886, -0.43528,  0.78207, -0.44286,  0.1921,  0.15849
5437, 774,  0.07269,  1.16181,  0.35356, -0.26731,  0.0217,  0.96285, -0.5769,  0.79388, -0.17837,  0.16059,  0.15068
5438, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5439, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5440, 776,  0.03881,  1.21016,  0.31939, -0.48443,  0.39811,  0.77807, -0.28996,  0.76522, -0.5728,  0.23287,  0.15995
5441, 773,  0.05313,  1.1813,  0.3401, -0.42197,  0.25647,  0.86886, -0.43528,  0.78207, -0.44286,  0.1921,  0.15849
5442, 781,  0.11705,  1.17143,  0.35653,  0.06456,  0.0833,  0.99408, -0.55857,  0.82591, -0.03312,  0.14755,  0.10205
5443, 774,  0.07269,  1.16181,  0.35356, -0.26731,  0.0217,  0.96285, -0.5769,  0.79388, -0.17837,  0.16059,  0.15068
5444, 805,  0.09928,  1.1417,  0.3533, -0.04971, -0.22373,  0.97293, -0.67788,  0.72166,  0.13136,  0.12473,  0.14192
5445, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5446, 805,  0.09928,  1.1417,  0.3533, -0.04971, -0.22373,  0.97293, -0.67788,  0.72166,  0.13136,  0.12473,  0.14192
5447, 774,  0.07269,  1.16181,  0.35356, -0.26731,  0.0217,  0.96285, -0.5769,  0.79388, -0.17837,  0.16059,  0.15068
5448, 781,  0.11705,  1.17143,  0.35653,  0.06456,  0.0833,  0.99408, -0.55857,  0.82591, -0.03312,  0.14755,  0.10205
5449, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5450, 774,  0.07269,  1.16181,  0.35356, -0.26731,  0.0217,  0.96285, -0.5769,  0.79388, -0.17837,  0.16059,  0.15068
5451, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5452, 817,  0.08714,  1.09926,  0.34049,  0.06759, -0.13318,  0.98841, -0.76396,  0.62647,  0.13663,  0.09221,  0.19485
5453, 768,  0.11126,  1.10073,  0.3396,  0.17074, -0.17365,  0.96951, -0.75295,  0.60783,  0.24159,  0.07436,  0.17292
5454, 768,  0.11126,  1.10073,  0.3396,  0.17074, -0.17365,  0.96951, -0.75295,  0.60783,  0.24159,  0.07436,  0.17292
5455, 765,  0.11395,  1.10835,  0.34039,  0.13025, -0.3004,  0.94442, -0.73852,  0.6027,  0.29377,  0.07857,  0.16246
5456, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5457, 805,  0.09928,  1.1417,  0.3533, -0.04971, -0.22373,  0.97293, -0.67788,  0.72166,  0.13136,  0.12473,  0.14192
5458, 806,  0.08371,  1.12123,  0.34475, -0.06621, -0.22475,  0.9717, -0.73078,  0.67112,  0.10542,  0.11419,  0.17558
5459, 765,  0.11395,  1.10835,  0.34039,  0.13025, -0.3004,  0.94442, -0.73852,  0.6027,  0.29377,  0.07857,  0.16246
5460, 805,  0.09928,  1.1417,  0.3533, -0.04971, -0.22373,  0.97293, -0.67788,  0.72166,  0.13136,  0.12473,  0.14192
5461, 771,  0.12655,  1.12906,  0.34938,  0.1537, -0.31542,  0.93596, -0.6608,  0.66885,  0.33423,  0.0944,  0.1267
5462, 781,  0.11705,  1.17143,  0.35653,  0.06456,  0.0833,  0.99408, -0.55857,  0.82591, -0.03312,  0.14755,  0.10205
5463, 765,  0.11395,  1.10835,  0.34039,  0.13025, -0.3004,  0.94442, -0.73852,  0.6027,  0.29377,  0.07857,  0.16246
5464, 771,  0.12655,  1.12906,  0.34938,  0.1537, -0.31542,  0.93596, -0.6608,  0.66885,  0.33423,  0.0944,  0.1267
5465, 805,  0.09928,  1.1417,  0.3533, -0.04971, -0.22373,  0.97293, -0.67788,  0.72166,  0.13136,  0.12473,  0.14192
5466, 781,  0.11705,  1.17143,  0.35653,  0.06456,  0.0833,  0.99408, -0.55857,  0.82591, -0.03312,  0.14755,  0.10205
5467, 771,  0.12655,  1.12906,  0.34938,  0.1537, -0.31542,  0.93596, -0.6608,  0.66885,  0.33423,  0.0944,  0.1267
5468, 780,  0.15754,  1.15531,  0.34698,  0.36792, -0.08564,  0.92554, -0.52097,  0.80307,  0.28167,  0.10904,  0.06937
5469, 819,  0.13358,  1.19828,  0.34853,  0.17546,  0.30684,  0.93504, -0.41946,  0.88115, -0.2109,  0.17467,  0.06978
5470, 781,  0.11705,  1.17143,  0.35653,  0.06456,  0.0833,  0.99408, -0.55857,  0.82591, -0.03312,  0.14755,  0.10205
5471, 780,  0.15754,  1.15531,  0.34698,  0.36792, -0.08564,  0.92554, -0.52097,  0.80307,  0.28167,  0.10904,  0.06937
5472, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5473, 781,  0.11705,  1.17143,  0.35653,  0.06456,  0.0833,  0.99408, -0.55857,  0.82591, -0.03312,  0.14755,  0.10205
5474, 819,  0.13358,  1.19828,  0.34853,  0.17546,  0.30684,  0.93504, -0.41946,  0.88115, -0.2109,  0.17467,  0.06978
5475, 819,  0.13358,  1.19828,  0.34853,  0.17546,  0.30684,  0.93504, -0.41946,  0.88115, -0.2109,  0.17467,  0.06978
5476, 820,  0.10622,  1.22919,  0.33742, -0.02265,  0.49148,  0.86999, -0.27082,  0.83252, -0.47814,  0.22207,  0.08526
5477, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5478, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5479, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5480, 820,  0.10622,  1.22919,  0.33742, -0.02265,  0.49148,  0.86999, -0.27082,  0.83252, -0.47814,  0.22207,  0.08526
5481, 782,  0.07837,  1.20588,  0.34352, -0.25611,  0.35468,  0.89861, -0.3705,  0.82031, -0.43003,  0.20407,  0.1218
5482, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5483, 776,  0.03881,  1.21016,  0.31939, -0.48443,  0.39811,  0.77807, -0.28996,  0.76522, -0.5728,  0.23287,  0.15995
5484, 775,  0.02911,  1.23351,  0.29804, -0.55735,  0.50591,  0.65706, -0.14419,  0.71923, -0.67692,  0.26767,  0.16296
5485, 776,  0.03881,  1.21016,  0.31939, -0.48443,  0.39811,  0.77807, -0.28996,  0.76522, -0.5728,  0.23287,  0.15995
5486, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5487, 750,  0.01655,  1.1973,  0.31199, -0.57483,  0.36072,  0.73342, -0.28974,  0.74736, -0.59539,  0.23299,  0.18673
5488, 776,  0.03881,  1.21016,  0.31939, -0.48443,  0.39811,  0.77807, -0.28996,  0.76522, -0.5728,  0.23287,  0.15995
5489, 775,  0.02911,  1.23351,  0.29804, -0.55735,  0.50591,  0.65706, -0.14419,  0.71923, -0.67692,  0.26767,  0.16296
5490, 820,  0.10622,  1.22919,  0.33742, -0.02265,  0.49148,  0.86999, -0.27082,  0.83252, -0.47814,  0.22207,  0.08526
5491, 821,  0.09228,  1.25816,  0.31441, -0.11452,  0.71004,  0.6937, -0.0938,  0.68576, -0.7185,  0.26706,  0.09132
5492, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5493, 784,  0.06426,  1.28217,  0.26697, -0.3017,  0.87425,  0.37765,  0.17465,  0.43932, -0.87873,  0.32656,  0.1229
5494, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5495, 821,  0.09228,  1.25816,  0.31441, -0.11452,  0.71004,  0.6937, -0.0938,  0.68576, -0.7185,  0.26706,  0.09132
5496, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5497, 784,  0.06426,  1.28217,  0.26697, -0.3017,  0.87425,  0.37765,  0.17465,  0.43932, -0.87873,  0.32656,  0.1229
5498, 778,  0.02587,  1.25925,  0.27072, -0.55192,  0.69943,  0.45192,  0.06887,  0.57819, -0.81173,  0.30703,  0.16406
5499, 775,  0.02911,  1.23351,  0.29804, -0.55735,  0.50591,  0.65706, -0.14419,  0.71923, -0.67692,  0.26767,  0.16296
5500, 783,  0.05901,  1.24841,  0.31204, -0.38948,  0.60149,  0.69637, -0.13226,  0.70994, -0.68813,  0.26522,  0.12692
5501, 778,  0.02587,  1.25925,  0.27072, -0.55192,  0.69943,  0.45192,  0.06887,  0.57819, -0.81173,  0.30703,  0.16406
5502, 821,  0.09228,  1.25816,  0.31441, -0.11452,  0.71004,  0.6937, -0.0938,  0.68576, -0.7185,  0.26706,  0.09132
5503, 820,  0.10622,  1.22919,  0.33742, -0.02265,  0.49148,  0.86999, -0.27082,  0.83252, -0.47814,  0.22207,  0.08526
5504, 761,  0.13481,  1.24613,  0.3207,  0.21941,  0.62969,  0.74439, -0.19791,  0.77386, -0.59735,  0.2441,  0.0485
5505, 760,  0.15025,  1.23124,  0.32673,  0.3133,  0.53105,  0.78663, -0.29581,  0.84104, -0.45083,  0.22001,  0.03531
5506, 761,  0.13481,  1.24613,  0.3207,  0.21941,  0.62969,  0.74439, -0.19791,  0.77386, -0.59735,  0.2441,  0.0485
5507, 820,  0.10622,  1.22919,  0.33742, -0.02265,  0.49148,  0.86999, -0.27082,  0.83252, -0.47814,  0.22207,  0.08526
5508, 820,  0.10622,  1.22919,  0.33742, -0.02265,  0.49148,  0.86999, -0.27082,  0.83252, -0.47814,  0.22207,  0.08526
5509, 819,  0.13358,  1.19828,  0.34853,  0.17546,  0.30684,  0.93504, -0.41946,  0.88115, -0.2109,  0.17467,  0.06978
5510, 760,  0.15025,  1.23124,  0.32673,  0.3133,  0.53105,  0.78663, -0.29581,  0.84104, -0.45083,  0.22001,  0.03531
5511, 966,  0.06768,  1.08532,  0.34468, -0.47534,  0.41394,  0.77541, -0.70158,  0.35004, -0.61781,  0.45477,  0.80133
5512, 1014,  0.06741,  1.08738,  0.34292, -0.43234,  0.55118,  0.71255, -0.79661,  0.13173, -0.58612,  0.45897,  0.79681
5513, 980,  0.06176,  1.08008,  0.34158, -0.67523,  0.3352,  0.65576, -0.57104,  0.32294, -0.7539,  0.46217,  0.81348
5514, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5515, 967,  0.09656,  1.08043,  0.35802, -0.21028,  0.46091,  0.86149, -0.82077,  0.39288, -0.41131,  0.41375,  0.78407
5516, 981,  0.10873,  1.05918,  0.36777, -0.23518,  0.05168,  0.97009, -0.8804,  0.40665, -0.23562,  0.38909,  0.80387
5517, 967,  0.09656,  1.08043,  0.35802, -0.21028,  0.46091,  0.86149, -0.82077,  0.39288, -0.41131,  0.41375,  0.78407
5518, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5519, 1010,  0.11126,  1.10073,  0.3396,  0.12473,  0.72817,  0.67288, -0.90797,  0.35288, -0.2143,  0.39824,  0.74128
5520, 1010,  0.11126,  1.10073,  0.3396,  0.12473,  0.72817,  0.67288, -0.90797,  0.35288, -0.2143,  0.39824,  0.74128
5521, 1013,  0.08714,  1.09926,  0.34049, -0.143,  0.63489,  0.75834, -0.81087,  0.36072, -0.45578,  0.43693,  0.76169
5522, 967,  0.09656,  1.08043,  0.35802, -0.21028,  0.46091,  0.86149, -0.82077,  0.39288, -0.41131,  0.41375,  0.78407
5523, 989,  0.11752,  1.04811,  0.36711, -0.02009, -0.22841,  0.97291, -0.902,  0.41987,  0.0798,  0.37367,  0.81161
5524, 981,  0.10873,  1.05918,  0.36777, -0.23518,  0.05168,  0.97009, -0.8804,  0.40665, -0.23562,  0.38909,  0.80387
5525, 982,  0.09442,  1.04492,  0.36122, -0.35612, -0.22696,  0.90579, -0.84036,  0.49752, -0.20611,  0.39912,  0.82999
5526, 990,  0.11666,  1.0647,  0.36889, -0.13943,  0.2335,  0.96184, -0.91519,  0.33365, -0.21421,  0.38151,  0.79365
5527, 981,  0.10873,  1.05918,  0.36777, -0.23518,  0.05168,  0.97009, -0.8804,  0.40665, -0.23562,  0.38909,  0.80387
5528, 989,  0.11752,  1.04811,  0.36711, -0.02009, -0.22841,  0.97291, -0.902,  0.41987,  0.0798,  0.37367,  0.81161
5529, 981,  0.10873,  1.05918,  0.36777, -0.23518,  0.05168,  0.97009, -0.8804,  0.40665, -0.23562,  0.38909,  0.80387
5530, 990,  0.11666,  1.0647,  0.36889, -0.13943,  0.2335,  0.96184, -0.91519,  0.33365, -0.21421,  0.38151,  0.79365
5531, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5532, 982,  0.09442,  1.04492,  0.36122, -0.35612, -0.22696,  0.90579, -0.84036,  0.49752, -0.20611,  0.39912,  0.82999
5533, 997,  0.10899,  1.03469,  0.36134, -0.14913, -0.40957,  0.89935, -0.89126,  0.4443,  0.05443,  0.37709,  0.83292
5534, 989,  0.11752,  1.04811,  0.36711, -0.02009, -0.22841,  0.97291, -0.902,  0.41987,  0.0798,  0.37367,  0.81161
5535, 996,  0.10402,  1.02522,  0.35509, -0.20345, -0.61027,  0.76461, -0.89668,  0.4262,  0.10156,  0.37684,  0.84907
5536, 997,  0.10899,  1.03469,  0.36134, -0.14913, -0.40957,  0.89935, -0.89126,  0.4443,  0.05443,  0.37709,  0.83292
5537, 982,  0.09442,  1.04492,  0.36122, -0.35612, -0.22696,  0.90579, -0.84036,  0.49752, -0.20611,  0.39912,  0.82999
5538, 992,  0.12416,  1.04203,  0.36484,  0.17689, -0.32535,  0.92843, -0.87027,  0.38486,  0.30081,  0.36302,  0.81516
5539, 989,  0.11752,  1.04811,  0.36711, -0.02009, -0.22841,  0.97291, -0.902,  0.41987,  0.0798,  0.37367,  0.81161
5540, 997,  0.10899,  1.03469,  0.36134, -0.14913, -0.40957,  0.89935, -0.89126,  0.4443,  0.05443,  0.37709,  0.83292
5541, 991,  0.13014,  1.06614,  0.36802,  0.24637,  0.23305,  0.94037, -0.91432,  0.37336,  0.14688,  0.3656,  0.78599
5542, 990,  0.11666,  1.0647,  0.36889, -0.13943,  0.2335,  0.96184, -0.91519,  0.33365, -0.21421,  0.38151,  0.79365
5543, 989,  0.11752,  1.04811,  0.36711, -0.02009, -0.22841,  0.97291, -0.902,  0.41987,  0.0798,  0.37367,  0.81161
5544, 989,  0.11752,  1.04811,  0.36711, -0.02009, -0.22841,  0.97291, -0.902,  0.41987,  0.0798,  0.37367,  0.81161
5545, 992,  0.12416,  1.04203,  0.36484,  0.17689, -0.32535,  0.92843, -0.87027,  0.38486,  0.30081,  0.36302,  0.81516
5546, 991,  0.13014,  1.06614,  0.36802,  0.24637,  0.23305,  0.94037, -0.91432,  0.37336,  0.14688,  0.3656,  0.78599
5547, 990,  0.11666,  1.0647,  0.36889, -0.13943,  0.2335,  0.96184, -0.91519,  0.33365, -0.21421,  0.38151,  0.79365
5548, 991,  0.13014,  1.06614,  0.36802,  0.24637,  0.23305,  0.94037, -0.91432,  0.37336,  0.14688,  0.3656,  0.78599
5549, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5550, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5551, 1009,  0.13857,  1.08036,  0.3522,  0.44169,  0.66946,  0.59609, -0.88595,  0.42604,  0.17778,  0.35305,  0.76339
5552, 1008,  0.13448,  1.09727,  0.33127,  0.43149,  0.72561,  0.53457, -0.89775,  0.38688,  0.1993,  0.35305,  0.73531
5553, 1009,  0.13857,  1.08036,  0.3522,  0.44169,  0.66946,  0.59609, -0.88595,  0.42604,  0.17778,  0.35305,  0.76339
5554, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5555, 991,  0.13014,  1.06614,  0.36802,  0.24637,  0.23305,  0.94037, -0.91432,  0.37336,  0.14688,  0.3656,  0.78599
5556, 1008,  0.13448,  1.09727,  0.33127,  0.43149,  0.72561,  0.53457, -0.89775,  0.38688,  0.1993,  0.35305,  0.73531
5557, 1010,  0.11126,  1.10073,  0.3396,  0.12473,  0.72817,  0.67288, -0.90797,  0.35288, -0.2143,  0.39824,  0.74128
5558, 999,  0.11693,  1.08298,  0.35872,  0.0673,  0.63736,  0.7668, -0.93117,  0.31078, -0.1772,  0.38716,  0.76964
5559, 991,  0.13014,  1.06614,  0.36802,  0.24637,  0.23305,  0.94037, -0.91432,  0.37336,  0.14688,  0.3656,  0.78599
5560, 1011,  0.13946,  1.06531,  0.36432,  0.43562,  0.24267,  0.86637, -0.8614,  0.38434,  0.32558,  0.35305,  0.78197
5561, 1009,  0.13857,  1.08036,  0.3522,  0.44169,  0.66946,  0.59609, -0.88595,  0.42604,  0.17778,  0.35305,  0.76339
5562, 1011,  0.13946,  1.06531,  0.36432,  0.43562,  0.24267,  0.86637, -0.8614,  0.38434,  0.32558,  0.35305,  0.78197
5563, 991,  0.13014,  1.06614,  0.36802,  0.24637,  0.23305,  0.94037, -0.91432,  0.37336,  0.14688,  0.3656,  0.78599
5564, 992,  0.12416,  1.04203,  0.36484,  0.17689, -0.32535,  0.92843, -0.87027,  0.38486,  0.30081,  0.36302,  0.81516
5565, 997,  0.10899,  1.03469,  0.36134, -0.14913, -0.40957,  0.89935, -0.89126,  0.4443,  0.05443,  0.37709,  0.83292
5566, 998,  0.11856,  1.03037,  0.35937,  0.1752, -0.61928,  0.76449, -0.87295,  0.25868,  0.40988,  0.36357,  0.83311
5567, 992,  0.12416,  1.04203,  0.36484,  0.17689, -0.32535,  0.92843, -0.87027,  0.38486,  0.30081,  0.36302,  0.81516
5568, 1012,  0.13031,  1.03764,  0.36119,  0.24353, -0.43617,  0.86569, -0.86236,  0.30741,  0.39773,  0.35305,  0.81733
5569, 992,  0.12416,  1.04203,  0.36484,  0.17689, -0.32535,  0.92843, -0.87027,  0.38486,  0.30081,  0.36302,  0.81516
5570, 998,  0.11856,  1.03037,  0.35937,  0.1752, -0.61928,  0.76449, -0.87295,  0.25868,  0.40988,  0.36357,  0.83311
5571, 992,  0.12416,  1.04203,  0.36484,  0.17689, -0.32535,  0.92843, -0.87027,  0.38486,  0.30081,  0.36302,  0.81516
5572, 1012,  0.13031,  1.03764,  0.36119,  0.24353, -0.43617,  0.86569, -0.86236,  0.30741,  0.39773,  0.35305,  0.81733
5573, 1011,  0.13946,  1.06531,  0.36432,  0.43562,  0.24267,  0.86637, -0.8614,  0.38434,  0.32558,  0.35305,  0.78197
5574, 998,  0.11856,  1.03037,  0.35937,  0.1752, -0.61928,  0.76449, -0.87295,  0.25868,  0.40988,  0.36357,  0.83311
5575, 997,  0.10899,  1.03469,  0.36134, -0.14913, -0.40957,  0.89935, -0.89126,  0.4443,  0.05443,  0.37709,  0.83292
5576, 996,  0.10402,  1.02522,  0.35509, -0.20345, -0.61027,  0.76461, -0.89668,  0.4262,  0.10156,  0.37684,  0.84907
5577, 1003,  0.10804,  1.01509,  0.34427,  0.00138, -0.86973,  0.49151, -0.8877,  0.2243,  0.39964,  0.36382,  0.86489
5578, 1007,  0.11278,  1.02173,  0.35229,  0.17691, -0.75452,  0.63067, -0.8664,  0.18174,  0.46077,  0.36426,  0.84963
5579, 996,  0.10402,  1.02522,  0.35509, -0.20345, -0.61027,  0.76461, -0.89668,  0.4262,  0.10156,  0.37684,  0.84907
5580, 1043,  0.1361,  1.01616,  0.34149,  0.36026, -0.76951,  0.52567,  7.86859, -0.49384, -6.12059,  1.37684,  0.84907
5581, 1055,  0.12749,  1.01758,  0.34605, -0.01825, -0.69939,  0.7134,  9.01045, -3.17556, -2.88413,  1.36426,  0.84963
5582, 1052,  0.12191,  1.01117,  0.33839, -0.06035, -0.85229,  0.51768,  8.91544, -2.78332, -3.54542,  1.36382,  0.86489
5583, 1046,  0.13273,  1.02637,  0.35336,  0.13346, -0.60748,  0.78218,  9.05183, -2.43636, -3.43839,  1.36357,  0.83311
5584, 1055,  0.12749,  1.01758,  0.34605, -0.01825, -0.69939,  0.7134,  9.01045, -3.17556, -2.88413,  1.36426,  0.84963
5585, 1043,  0.1361,  1.01616,  0.34149,  0.36026, -0.76951,  0.52567,  7.86859, -0.49384, -6.12059,  1.37684,  0.84907
5586, 1043,  0.1361,  1.01616,  0.34149,  0.36026, -0.76951,  0.52567,  7.86859, -0.49384, -6.12059,  1.37684,  0.84907
5587, 1044,  0.14162,  1.02547,  0.34751,  0.50902, -0.59549,  0.62038,  7.60084, -0.22192, -6.45543,  1.37709,  0.83292
5588, 1046,  0.13273,  1.02637,  0.35336,  0.13346, -0.60748,  0.78218,  9.05183, -2.43636, -3.43839,  1.36357,  0.83311
5589, 1030,  0.1547,  1.02789,  0.33567,  0.717, -0.53011,  0.45092,  5.78741,  0.96635, -8.07643,  1.39912,  0.82999
